x1,x2,x3,x4
0.0,0.0,0.0,0.0
-0.007809181898690663,0.029185948401918394,-0.6238236212113826,2.332943944589186
-0.023862872909230903,0.09912858814718713,-0.6555676740809444,3.2523081241155385
-0.03825323344720326,0.18606308638340818,-0.48738185405864404,3.6856690509143895
-0.04759232672187159,0.2817141030441587,-0.24874646135581507,3.9443827677710006
-0.05064637137702436,0.38303778353244117,0.018126471437099667,4.134168153662089
-0.04687591996181654,0.48877644009495425,0.2998847829530581,4.292262867507441
-0.03595496836628806,0.5983108282583591,0.5926012434078558,4.432967477774423
-0.01760654692800063,0.7112516277318105,0.8960615341875435,4.560835976193937
0.008472627399095985,0.8272318145798405,1.2123559563244146,4.673514032150864
0.042659506974563,0.945747778173104,1.545059312229391,4.762743477108559
0.08542460434761409,1.0660347880698366,1.89788462377216,4.816028955243977
0.13731191710302815,1.186992304595465,2.2728549989622953,4.818938209248134
0.19887090251492956,1.3071688766772593,2.668311266331734,4.757613504134661
0.27054154419778886,1.4248066077158748,3.0771726141222757,4.621108612663551
0.35250443364690504,1.5379377987276257,3.4859157309107385,4.403302054682717
0.44451915262391917,1.6445221603411568,3.8747116541825215,4.104258681042244
0.5457829877911892,1.7426121399508303,4.218950870436567,3.731088742539771
0.6548462285989276,1.8305288129175001,4.492201601711749,3.2978849579800373
0.769614177221523,1.9070219089515201,4.670043016676017,2.8244856987697773
0.8874449175435648,1.9713858868734584,4.733690904074972,2.334214449316572
1.0053236395548428,2.0235111215710058,4.672336770275054,1.851014996633618
1.1200726675117072,2.063862950518626,4.483633570167304,1.3966191162152568
1.228551619113347,2.093396808819209,4.172521210261051,0.9883078044877516
1.3278145732115063,2.1134279992149487,3.7491238198573043,0.6375171635121408
1.4152115085534216,2.125476674749447,3.226536869201267,0.3492166154580692
1.4884392243418645,2.131104257308326,2.6190816286522676,0.12180950593870801
1.5455574780680383,2.131750875774974,1.9412938328081908,-0.052707568714464026
1.5849897804995248,2.128577736773278,1.2076977872705528,-0.1885122479957732
1.6055281975921338,2.1223149233040917,0.4333292973341072,-0.3057421504178592
1.6063604749525104,2.1131137822781136,-0.36502433936178935,-0.4303196415185796
1.587137552270311,2.100403047964279,-1.1668503356954183,-0.5938004034135008
1.5481005482156136,2.0827481601777778,-1.9451441985876843,-0.8332404757925965
1.49028764883506,2.0577122133017705,-2.6628193877484914,-1.1911802238027587
1.4158406270207695,2.0217105977709404,-3.2684046865667145,-1.7161958506526906
1.3284255741351438,1.9698287232742828,-3.691319928008012,-2.4655055623394535
1.23377805530898,1.8955030005814346,-3.8366165285551364,-3.5140524889146447
1.1404187748310237,1.7897622639354416,-3.5756955933662136,-4.983088228457529
1.0608255196039746,1.6390948278328823,-2.71451833213436,-7.130819084742747
1.0144732921292627,1.4186233433644797,-0.8528801354022111,-10.684069382085
1.0002414911420474,1.1583375574268229,-0.36695333234897104,-10.03545689906715
0.9941354574625137,0.9171286770707912,-0.2138904459748732,-9.108652434297772
0.9839349392417657,0.7130328937062778,-0.7258584261513648,-6.982807213701392
0.9635794641398481,0.5516583273115433,-0.9668247537442485,-5.793328211929468
0.9323504221191306,0.43025273689972704,-1.5884544244925998,-3.7964208556071144
0.89217552686592,0.34197174390747853,-1.6447860153310407,-3.218022795975985
0.8492159725124192,0.27160012552561663,-1.8071979443310333,-2.372781064941597
0.8058498164983142,0.21360554420277128,-1.6694305456059477,-2.2442141169174885
0.765393273762642,0.16046206639068722,-1.5734419910169866,-1.9877183746192553
0.728652594117911,0.11071336552979634,-1.370271424011695,-1.9772961335721628
0.6966684209300713,0.06229590287568355,-1.192284597327657,-1.8833983679387984
0.6694961974037299,0.015459323074997193,-0.9844490685711957,-1.8533842973496388
0.6473130016639761,-0.02991426796444578,-0.792502647424119,-1.7684175373335034
0.6299698872171623,-0.07320782744418056,-0.5966286286635591,-1.6888598975110158
0.6174105600062817,-0.11408721521678798,-0.4092814583096281,-1.5768718854654817
0.6094972557602284,-0.15205481531602327,-0.22460256202604423,-1.4570649826901392
0.6061453838037407,-0.18678850591565427,-0.04416454225606889,-1.3189382410882833
0.60726577412991,-0.21797951636625765,0.13318687215045028,-1.1739714664532699
0.6127720245565237,-0.24537047954585406,0.30658283898505395,-1.0149437704027988
0.6225858043184044,-0.26874803875409914,0.4775101125178529,-0.8525587296533697
0.6365888959118285,-0.2878522184727999,0.6413873077529788,-0.6726078451670771
0.6546634178607881,-0.3024550808810301,0.8027789492149974,-0.49177919606513076
0.6766272229507951,-0.31223371218666784,0.9521024781649542,-0.2860863396042141
0.7022865506372067,-0.31688079134229474,1.0979582099936518,-0.08063157959786715
0.7313807168578472,-0.3160020873168172,1.2265151315560883,0.15631593491811607
0.7636283416611769,-0.30921280473081636,1.3499353885521765,0.3923561167007543
0.7987044191762944,-0.29611169982971824,1.4526542825872442,0.6609393796330639
0.8362669348526032,-0.27632836412417516,1.5489508193246622,0.9260770517218578
0.8759887123515223,-0.2496225890596028,1.6257688944821957,1.2131939101480336
0.9175577497692793,-0.21586150916611338,1.6975127458456538,1.488077576849538
0.9607783582914039,-0.17527530777764982,1.7590589087474608,1.7559122742905693
1.0055441069711835,-0.12836032680849818,1.8226724090499817,1.9902656973332595
1.051979718759472,-0.07622793745205383,1.8943939634774358,2.1687741529659297
1.100394498901666,-0.020466252942741375,1.9825869384026147,2.2764502833233817
1.15133210260612,0.0367188566357434,2.0972319181190864,2.279751798546138
1.2056358743362252,0.09234223037050886,2.2518644567303787,2.150873395464697
1.264147595822424,0.14332150042143418,2.432812462997211,1.9099100104229167
1.3285539349485929,0.1844064637862566,2.7208991822800366,1.364138528483771
1.4001888607081485,0.211022307864065,3.008486621047643,0.7579205316299861
1.4788469519973126,0.22207845448824398,3.2802657328866034,0.12511894270956214
